,pdb,Hchain,Lchain,antigen_chain,resolution,date,mrc,antibody_selection,antigen_selection
455,8dg9,D,E,C,2.24,02/22/23,27419,chain D or chain E,chain C
457,7wwi,E,D,A,3.5,02/15/23,32866,chain E or chain D,chain A
458,7wwi,G,F,B,3.5,02/15/23,32866,chain G or chain F,chain B
459,7wwi,I,H,C,3.5,02/15/23,32866,chain I or chain H,chain C
462,7wwk,G,F,B,3.4,02/15/23,32868,chain G or chain F,chain B
463,7wwk,I,H,C,3.4,02/15/23,32868,chain I or chain H,chain C
464,7uhz,H,L,A,3.3,01/08/09,26520,chain H or chain L,chain A
465,7uhz,I,M,B,3.3,01/08/09,26520,chain I or chain M,chain B
466,7uhz,J,N,C,3.3,01/08/09,26520,chain J or chain N,chain C
467,7ui0,H,L,A,3.4,01/08/09,26521,chain H or chain L,chain A
468,7ui0,I,M,B,3.4,01/08/09,26521,chain I or chain M,chain B
469,7ui0,J,N,C,3.4,01/08/09,26521,chain J or chain N,chain C
470,8f6e,D,C,A,3.8,02/08/23,28881,chain D or chain C,chain A
471,8f6e,F,E,B,3.8,02/08/23,28881,chain F or chain E,chain B
472,8f6f,D,C,A,3.6,02/08/23,28882,chain D or chain C,chain A
473,8f6f,F,E,B,3.6,02/08/23,28882,chain F or chain E,chain B
476,8f6i,F,E,B,4.03,02/08/23,28884,chain F or chain E,chain B
477,8f6i,D,C,A,4.03,02/08/23,28884,chain D or chain C,chain A
478,8f6j,F,E,B,3.7,02/08/23,28885,chain F or chain E,chain B
479,8f6j,D,C,A,3.7,02/08/23,28885,chain D or chain C,chain A
486,8hhz,E,F,B,4.28,02/01/23,34808,chain E or chain F,chain B
487,8hhz,G,H,A,4.28,02/01/23,34808,chain G or chain H,chain A
488,8hhz,I,J,C,4.28,02/01/23,34808,chain I or chain J,chain C
489,7tn9,A,B,U,3.1,01/25/23,26005,chain A or chain B,chain U
490,7tn9,Q,R,V,3.1,01/25/23,26005,chain Q or chain R,chain V
491,7tn9,M,N,W | X,3.1,01/25/23,26005,chain M or chain N,chain W or chain X
492,7tn9,E,F,S,3.1,01/25/23,26005,chain E or chain F,chain S
493,7tn9,G,H,T,3.1,01/25/23,26005,chain G or chain H,chain T
494,7tn9,O,P,V,3.1,01/25/23,26005,chain O or chain P,chain V
495,7tn9,I,J,U,3.1,01/25/23,26005,chain I or chain J,chain U
496,7tn9,C,D,T,3.1,01/25/23,26005,chain C or chain D,chain T
500,8d48,H,L,A,3.7,01/25/23,27177,chain H or chain L,chain A
501,8dl6,D,C,A,3.0,01/25/23,27497,chain D or chain C,chain A
502,8dm3,H,L,A,2.37,01/25/23,27525,chain H or chain L,chain A
503,8dm3,M,N,B,2.37,01/25/23,27525,chain M or chain N,chain B
504,8dm3,P,Q,C,2.37,01/25/23,27525,chain P or chain Q,chain C
505,8dm4,H,L,A,2.45,01/25/23,27526,chain H or chain L,chain A
506,8epa,H,L,I,3.4,01/25/23,28523,chain H or chain L,chain I
507,8epa,A,B,I,3.4,01/25/23,28523,chain A or chain B,chain I
508,8hc2,H,L,B,6.21,01/25/23,34649,chain H or chain L,chain B
509,8hc3,H,L,B,4.35,01/25/23,34650,chain H or chain L,chain B
510,8hc3,D,E,A,4.35,01/25/23,34650,chain D or chain E,chain A
511,8hc4,D,E,A,3.54,01/25/23,34651,chain D or chain E,chain A
512,8hc4,F,J,A,3.54,01/25/23,34651,chain F or chain J,chain A
513,8hc4,H,L,B,3.54,01/25/23,34651,chain H or chain L,chain B
514,8hc4,K,M,B,3.54,01/25/23,34651,chain K or chain M,chain B
515,8hc4,G,I,C,3.54,01/25/23,34651,chain G or chain I,chain C
516,8hc4,N,O,C,3.54,01/25/23,34651,chain N or chain O,chain C
517,8hc5,H,L,C,3.43,01/25/23,34652,chain H or chain L,chain C
518,8hc5,D,E,C,3.43,01/25/23,34652,chain D or chain E,chain C
521,8hc8,H,L,C,3.95,01/25/23,34655,chain H or chain L,chain C
525,8hca,D,E,B,4.35,01/25/23,34657,chain D or chain E,chain B
526,8hca,F,G,A,4.35,01/25/23,34657,chain F or chain G,chain A
527,8hca,H,L,C,4.35,01/25/23,34657,chain H or chain L,chain C
528,8hcb,D,E,B,4.18,01/25/23,34658,chain D or chain E,chain B
529,8hcb,F,G,A,4.18,01/25/23,34658,chain F or chain G,chain A
530,8hcb,H,L,C,4.18,01/25/23,34658,chain H or chain L,chain C
531,7wh8,B,A,C,3.11,01/18/23,32497,chain B or chain A,chain C
532,7whb,D,E,A,2.67,01/18/23,32498,chain D or chain E,chain A
533,7whb,G,H,C,2.67,01/18/23,32498,chain G or chain H,chain C
534,7whb,J,K,B,2.67,01/18/23,32498,chain J or chain K,chain B
538,7x25,A,C,G,2.49,01/18/23,32958,chain A or chain C,chain G
539,7x25,E,F,J,2.49,01/18/23,32958,chain E or chain F,chain J
540,7x25,H,K,I,2.49,01/18/23,32958,chain H or chain K,chain I
541,7x28,C,D,F,2.49,01/18/23,32961,chain C or chain D,chain F
542,7x28,H,K,G,2.49,01/18/23,32961,chain H or chain K,chain G
543,7zlg,H,L,A,2.72,01/11/23,14779,chain H or chain L,chain A
544,7zlh,H,L,A,2.75,01/11/23,14780,chain H or chain L,chain A
545,7zli,H,L,A,2.99,01/11/23,14781,chain H or chain L,chain A
547,7yar,I,M,C,5.9,01/04/23,33718,chain I or chain M,chain C
548,7yar,G,H,A,5.9,01/04/23,33718,chain G or chain H,chain A
549,7yar,K,L,B,5.9,01/04/23,33718,chain K or chain L,chain B
554,7wcp,D,E,B,3.01,12/28/22,32427,chain D or chain E,chain B
555,7wcp,H,L,A,3.01,12/28/22,32427,chain H or chain L,chain A
556,7wcp,M,N,C,3.01,12/28/22,32427,chain M or chain N,chain C
557,7wcu,A,B,R,3.09,12/28/22,32429,chain A or chain B,chain R
558,7ykj,A,D,C,3.5,12/28/22,33892,chain A or chain D,chain C
559,7wti,H,L,A,3.8,12/21/22,32787,chain H or chain L,chain A
560,7wti,I,K,C,3.8,12/21/22,32787,chain I or chain K,chain C
561,7wti,G,J,B,3.8,12/21/22,32787,chain G or chain J,chain B
562,7wur,E,F,A,3.5,12/21/22,32839,chain E or chain F,chain A
563,7wur,G,H,B,3.5,12/21/22,32839,chain G or chain H,chain B
564,8hii,H,L,A,3.57,12/21/22,34817,chain H or chain L,chain A
572,7wtg,H,L,E,3.8,12/14/22,32785,chain H or chain L,chain E
573,7wth,H,L,E,4.3,12/14/22,32786,chain H or chain L,chain E
575,7wtk,H,L,C,3.6,12/14/22,32789,chain H or chain L,chain C
576,7wtk,G,J,B,3.6,12/14/22,32789,chain G or chain J,chain B
577,7wtk,I,K,A,3.6,12/14/22,32789,chain I or chain K,chain A
578,8diu,G,C,D,2.61,12/14/22,27443,chain G or chain C,chain D
579,8diu,E,F,B,2.61,12/14/22,27443,chain E or chain F,chain B
580,8diu,H,I,A,2.61,12/14/22,27443,chain H or chain I,chain A
581,8gsc,H,L,1 | 3,3.4,12/14/22,34231,chain H or chain L,chain 1 or chain 3
582,8gsd,H,L,1 | 3,3.1,12/14/22,34232,chain H or chain L,chain 1 or chain 3
588,7uz6,H,L,A,2.8,12/07/22,26880,chain H or chain L,chain A
589,7uz6,M,N,B,2.8,12/07/22,26880,chain M or chain N,chain B
590,7uz6,P,Q,C,2.8,12/07/22,26880,chain P or chain Q,chain C
591,7uz7,H,L,A,2.9,12/07/22,26881,chain H or chain L,chain A
592,7uz7,M,N,B,2.9,12/07/22,26881,chain M or chain N,chain B
593,7uz7,P,Q,C,2.9,12/07/22,26881,chain P or chain Q,chain C
594,7uz8,H,L,A,3.1,12/07/22,26882,chain H or chain L,chain A
595,7uz8,M,N,B,3.1,12/07/22,26882,chain M or chain N,chain B
596,7uz8,P,Q,C,3.1,12/07/22,26882,chain P or chain Q,chain C
597,7uz9,H,L,A,3.5,12/07/22,26883,chain H or chain L,chain A
598,7uz9,M,N,B,3.5,12/07/22,26883,chain M or chain N,chain B
599,7uz9,P,Q,C,3.5,12/07/22,26883,chain P or chain Q,chain C
601,7uzb,H,L,A,4.1,12/07/22,26885,chain H or chain L,chain A
602,7x8w,H,L,A,3.1,12/07/22,33059,chain H or chain L,chain A
603,7x8y,H,L,A,4.1,12/07/22,33060,chain H or chain L,chain A
605,7x90,E,F,G,4.2,12/07/22,33062,chain E or chain F,chain G
606,7x91,H,L,A,4.3,12/07/22,33063,chain H or chain L,chain A
607,7x92,H,L,A,4.1,12/07/22,33064,chain H or chain L,chain A
608,8dl7,D,C,A,2.7,12/07/22,27498,chain D or chain C,chain A
610,8dw2,D,C,B,4.11,12/07/22,27749,chain D or chain C,chain B
611,8dw2,H,L,B,4.11,12/07/22,27749,chain H or chain L,chain B
617,7t17,J,K,C,5.26,11/23/22,25606,chain J or chain K,chain C
618,7t17,F,G,A,5.26,11/23/22,25606,chain F or chain G,chain A
619,7sww,H,L,A,3.13,11/23/22,25487,chain H or chain L,chain A
621,7u9o,H,L,A,3.4,11/23/22,26402,chain H or chain L,chain A
622,7u9p,H,L,A,3.5,11/23/22,26404,chain H or chain L,chain A
626,7xmx,E,F,C,3.62,11/23/22,33307,chain E or chain F,chain C
627,7xmx,H,I,A,3.62,11/23/22,33307,chain H or chain I,chain A
628,7xmx,K,L,B,3.62,11/23/22,33307,chain K or chain L,chain B
629,7xmz,H,L,C,3.25,11/23/22,33308,chain H or chain L,chain C
630,7xmz,D,E,A,3.25,11/23/22,33308,chain D or chain E,chain A
631,7xmz,G,I,B,3.25,11/23/22,33308,chain G or chain I,chain B
638,8d5c,H,L,A | D,3.9,11/16/22,27208,chain H or chain L,chain A or chain D
639,8d5c,I,J,B | E,3.9,11/16/22,27208,chain I or chain J,chain B or chain E
640,8d5c,P,Q,C | F,3.9,11/16/22,27208,chain P or chain Q,chain C or chain F
641,8dvd,H,L,G | E | F,4.12,01/08/09,27735,chain H or chain L,chain G or chain E or chain F
643,7sj0,B,L,A,3.36,11/16/22,25149,chain B or chain L,chain A
644,8dim,B,C,A,2.62,11/16/22,27440,chain B or chain C,chain A
645,8dim,E,F,D,2.62,11/16/22,27440,chain E or chain F,chain D
646,8dim,H,I,G,2.62,11/16/22,27440,chain H or chain I,chain G
647,7sd3,G,H,F | E,3.67,11/09/22,25045,chain G or chain H,chain F or chain E
648,7sd3,K,N,B,3.67,11/09/22,25045,chain K or chain N,chain B
649,7sd3,I,M,D,3.67,11/09/22,25045,chain I or chain M,chain D
650,7ugp,M,P,A,4.2,11/09/22,26493,chain M or chain P,chain A
651,7ugp,N,Q,B,4.2,11/09/22,26493,chain N or chain Q,chain B
652,7ugp,O,R,C,4.2,11/09/22,26493,chain O or chain R,chain C
653,7ugp,G,J,A,4.2,11/09/22,26493,chain G or chain J,chain A
654,7ugp,H,K,B,4.2,11/09/22,26493,chain H or chain K,chain B
655,7ugp,I,L,C,4.2,11/09/22,26493,chain I or chain L,chain C
656,7ugq,G,J,A,3.4,11/09/22,26496,chain G or chain J,chain A
657,7ugq,H,K,B,3.4,11/09/22,26496,chain H or chain K,chain B
658,7ugq,I,L,C,3.4,11/09/22,26496,chain I or chain L,chain C
659,7ugq,M,P,A,3.4,11/09/22,26496,chain M or chain P,chain A
660,7ugq,N,Q,B,3.4,11/09/22,26496,chain N or chain Q,chain B
661,7ugq,O,R,C,3.4,11/09/22,26496,chain O or chain R,chain C
663,7x29,F,G,C,2.49,11/09/22,32962,chain F or chain G,chain C
664,7x29,H,K,B,2.49,11/09/22,32962,chain H or chain K,chain B
665,7x2a,H,K,A,2.49,11/09/22,32963,chain H or chain K,chain A
666,7uot,S,T,c,2.77,11/02/22,26653,chain S or chain T,chain c
667,7uot,O,P,a,2.77,11/02/22,26653,chain O or chain P,chain a
668,7uot,Q,R,b,2.77,11/02/22,26653,chain Q or chain R,chain b
669,7uot,H,L,C | A | B,2.77,11/02/22,26653,chain H or chain L,chain C or chain A or chain B
670,7uov,H,L,A,2.75,11/02/22,26655,chain H or chain L,chain A
671,7uov,S,T,c,2.75,11/02/22,26655,chain S or chain T,chain c
672,7uov,D,E,B,2.75,11/02/22,26655,chain D or chain E,chain B
673,7uov,O,P,a,2.75,11/02/22,26655,chain O or chain P,chain a
674,7uov,F,G,C,2.75,11/02/22,26655,chain F or chain G,chain C
675,7uov,Q,R,b,2.75,11/02/22,26655,chain Q or chain R,chain b
677,8dua,H,L,B | G,4.32,10/26/22,27718,chain H or chain L,chain B or chain G
678,8dua,D,E,A | C,4.32,10/26/22,27718,chain D or chain E,chain A or chain C
679,8dua,J,K,F | I,4.32,10/26/22,27718,chain J or chain K,chain F or chain I
681,7ugn,G,J,A,3.4,10/26/22,26490,chain G or chain J,chain A
682,7ugn,H,K,B,3.4,10/26/22,26490,chain H or chain K,chain B
683,7ugn,I,L,C,3.4,10/26/22,26490,chain I or chain L,chain C
684,7ugn,M,P,A,3.4,10/26/22,26490,chain M or chain P,chain A
685,7ugn,N,Q,B,3.4,10/26/22,26490,chain N or chain Q,chain B
686,7ugn,O,R,C,3.4,10/26/22,26490,chain O or chain R,chain C
693,7wb5,H,L,R,3.7,10/26/22,32395,chain H or chain L,chain R
694,7wbh,U,V,A,3.7,10/26/22,32398,chain U or chain V,chain A
695,7wbh,O,Q,B,3.7,10/26/22,32398,chain O or chain Q,chain B
696,7wbh,P,S,C,3.7,10/26/22,32398,chain P or chain S,chain C
697,8erq,H,L,A,3.3,10/26/22,28558,chain H or chain L,chain A
698,8err,H,L,A,3.1,10/26/22,28559,chain H or chain L,chain A
699,8err,E,F,C,3.1,10/26/22,28559,chain E or chain F,chain C
700,8err,I,J,B,3.1,10/26/22,28559,chain I or chain J,chain B
701,7t4g,H,L,A,3.7,10/19/22,25676,chain H or chain L,chain A
702,7t4g,G,I,C,3.7,10/19/22,25676,chain G or chain I,chain C
703,7t4g,J,K,E,3.7,10/19/22,25676,chain J or chain K,chain E
707,7t2p,H,L,A | B,3.47,10/19/22,25621,chain H or chain L,chain A or chain B
708,7yqx,H,F,B,3.72,10/19/22,34038,chain H or chain F,chain B
709,7yqx,I,G,A,3.72,10/19/22,34038,chain I or chain G,chain A
710,7yqy,H,F,B,3.74,10/19/22,34039,chain H or chain F,chain B
711,7yqy,I,G,A,3.74,10/19/22,34039,chain I or chain G,chain A
712,7yqy,J,E,C,3.74,10/19/22,34039,chain J or chain E,chain C
713,7yqz,I,G,A,3.84,10/19/22,34040,chain I or chain G,chain A
714,7yqz,J,H,C,3.84,10/19/22,34040,chain J or chain H,chain C
715,7yr0,C,B,A,3.98,10/19/22,34041,chain C or chain B,chain A
716,7yv7,F,E,A,3.8,10/19/22,34119,chain F or chain E,chain A
717,8d8q,H,L,A,4.2,10/19/22,27254,chain H or chain L,chain A
718,8d8q,C,B,A,4.2,10/19/22,27254,chain C or chain B,chain A
719,8d8r,H,L,A,4.1,10/19/22,27255,chain H or chain L,chain A
720,7sgf,H,L,A | a,4.41,10/12/22,25109,chain H or chain L,chain A or chain a
721,7sgf,J,K,B | b,4.41,10/12/22,25109,chain J or chain K,chain B or chain b
722,7sgf,M,N,C | c,4.41,10/12/22,25109,chain M or chain N,chain C or chain c
725,7t9a,J,K,F,3.54,01/08/09,25754,chain J or chain K,chain F
726,7t9a,M,N,B,3.54,01/08/09,25754,chain M or chain N,chain B
727,7t9a,O,P,D | E,3.54,01/08/09,25754,chain O or chain P,chain D or chain E
728,7t9a,H,L,A | C,3.54,01/08/09,25754,chain H or chain L,chain A or chain C
733,7t74,K,G,D,3.35,01/08/09,25733,chain K or chain G,chain D
734,7t74,H,L,A | E,3.35,01/08/09,25733,chain H or chain L,chain A or chain E
735,7t74,M,N,F | C,3.35,01/08/09,25733,chain M or chain N,chain F or chain C
736,7t74,I,J,B,3.35,01/08/09,25733,chain I or chain J,chain B
738,7t76,H,L,E | C | A,4.43,01/08/09,25735,chain H or chain L,chain E or chain C or chain A
739,7t73,H,L,E | C | A,4.0,01/08/09,25732,chain H or chain L,chain E or chain C or chain A
740,7t77,H,L,E | C | A,4.75,01/08/09,25736,chain H or chain L,chain E or chain C or chain A
741,7x2g,H,L,B,3.58,01/08/09,32967,chain H or chain L,chain B
742,7x37,H,L,B,3.31,01/08/09,32980,chain H or chain L,chain B
743,7x38,H,L,A | C | B,3.52,01/08/09,32981,chain H or chain L,chain A or chain C or chain B
744,7x3f,H,L,B | C,3.52,01/08/09,32986,chain H or chain L,chain B or chain C
746,7v6o,E,D,A,4.56,09/28/22,31744,chain E or chain D,chain A
747,7v6o,G,F,B,4.56,09/28/22,31744,chain G or chain F,chain B
748,7v6o,I,H,C,4.56,09/28/22,31744,chain I or chain H,chain C
749,7wrj,A,B,R,4.08,09/28/22,32728,chain A or chain B,chain R
750,7wry,H,L,R,3.28,09/28/22,32737,chain H or chain L,chain R
751,7x2i,H,L,B,3.29,09/28/22,32968,chain H or chain L,chain B
753,7x2t,H,L,A | B | C,3.69,09/28/22,32970,chain H or chain L,chain A or chain B or chain C
754,7x2w,H,L,A | B | C,3.24,09/28/22,32973,chain H or chain L,chain A or chain B or chain C
755,7x3d,H,L,B | C,3.48,09/28/22,32984,chain H or chain L,chain B or chain C
756,7x3e,H,L,B | C,3.44,09/28/22,32985,chain H or chain L,chain B or chain C
757,7x40,H,L,A | B | C,3.02,09/28/22,32998,chain H or chain L,chain A or chain B or chain C
758,7x42,H,L,A | B | C,3.88,09/28/22,32999,chain H or chain L,chain A or chain B or chain C
760,7x47,H,L,B,3.66,09/28/22,33001,chain H or chain L,chain B
762,7x4m,H,L,A | B | C,3.34,09/28/22,33005,chain H or chain L,chain A or chain B or chain C
763,7y0w,A,B,R,3.42,09/28/22,33552,chain A or chain B,chain R
764,7y0w,H,L,R,3.42,09/28/22,33552,chain H or chain L,chain R
765,8e7m,H,L,A,3.3,09/28/22,27939,chain H or chain L,chain A
771,7srs,Q,P,R,3.3,09/21/22,25403,chain Q or chain P,chain R
772,7srs,H,L,C,3.3,09/21/22,25403,chain H or chain L,chain C
776,7xco,H,L,A,2.5,09/21/22,33124,chain H or chain L,chain A
777,7xco,M,N,B,2.5,09/21/22,33124,chain M or chain N,chain B
778,7xco,O,P,C,2.5,09/21/22,33124,chain O or chain P,chain C
781,8dkm,A,B,P,3.39,09/21/22,27490,chain A or chain B,chain P
782,8dkw,A,B,P,3.09,09/21/22,27492,chain A or chain B,chain P
783,8dkx,A,B,P,3.0,09/21/22,27493,chain A or chain B,chain P
784,7tjq,A,B,C,3.13,09/14/22,25929,chain A or chain B,chain C
785,7tjq,D,E,G,3.13,09/14/22,25929,chain D or chain E,chain G
786,7tjq,H,L,F,3.13,09/14/22,25929,chain H or chain L,chain F
787,7tjq,I,M,F,3.13,09/14/22,25929,chain I or chain M,chain F
788,7tjq,J,K,C,3.13,09/14/22,25929,chain J or chain K,chain C
789,7tjq,N,O,G,3.13,09/14/22,25929,chain N or chain O,chain G
790,7tl0,D,E,A,3.06,09/14/22,25982,chain D or chain E,chain A
791,7tl0,F,G,B,3.06,09/14/22,25982,chain F or chain G,chain B
792,7tl0,H,I,C,3.06,09/14/22,25982,chain H or chain I,chain C
793,7tl0,J,K,A,3.06,09/14/22,25982,chain J or chain K,chain A
794,7tl0,L,M,B,3.06,09/14/22,25982,chain L or chain M,chain B
795,7tl0,N,O,C,3.06,09/14/22,25982,chain N or chain O,chain C
796,7v6n,E,D,A,3.99,09/14/22,31743,chain E or chain D,chain A
797,7v6n,G,F,B,3.99,09/14/22,31743,chain G or chain F,chain B
798,7v6n,I,H,C,3.99,09/14/22,31743,chain I or chain H,chain C
799,7xxl,A,C,B,7.3,09/14/22,33506,chain A or chain C,chain B
800,7yrf,F,E,C,2.91,09/14/22,34054,chain F or chain E,chain C
801,7yrh,F,E,A,3.35,09/14/22,34062,chain F or chain E,chain A
805,7sjo,E,F,C,3.3,09/07/22,25163,chain E or chain F,chain C
806,7sjo,H,L,A,3.3,09/07/22,25163,chain H or chain L,chain A
807,7sjo,I,J,B,3.3,09/07/22,25163,chain I or chain J,chain B
808,7xw6,Y,L,R,2.78,08/17/22,33492,chain Y or chain L,chain R
809,7y7m,F,G,C | B,3.05,08/24/22,33670,chain F or chain G,chain C or chain B
810,7xck,A,B,M,2.5,08/31/22,33123,chain A or chain B,chain M
811,7xcp,H,L,B,3.05,08/31/22,33125,chain H or chain L,chain B
812,7yad,A,B,M,2.66,08/31/22,33709,chain A or chain B,chain M
813,7yad,C,D,E,2.66,08/31/22,33709,chain C or chain D,chain E
814,7ydi,H,L,E,3.98,08/24/22,33748,chain H or chain L,chain E
816,7ye5,H,L,A | B,6.75,08/24/22,33764,chain H or chain L,chain A or chain B
817,7ye9,H,L,A,4.17,08/24/22,33766,chain H or chain L,chain A
818,7ye9,G,I,C,4.17,08/24/22,33766,chain G or chain I,chain C
819,7ye9,N,O,B,4.17,08/24/22,33766,chain N or chain O,chain B
820,7yeg,H,L,A,3.73,08/24/22,33772,chain H or chain L,chain A
821,7yeg,G,I,C,3.73,08/24/22,33772,chain G or chain I,chain C
822,7yeg,N,O,B,3.73,08/24/22,33772,chain N or chain O,chain B
823,7yms,F,E,A,2.9,08/24/22,33941,chain F or chain E,chain A
824,8dad,H,L,B,3.85,08/24/22,27270,chain H or chain L,chain B
825,8dlr,H,L,A,2.51,08/31/22,27512,chain H or chain L,chain A
827,8dlw,C,D,B,2.16,08/31/22,27518,chain C or chain D,chain B
828,8dlw,F,G,E,2.16,08/31/22,27518,chain F or chain G,chain E
829,8dlw,H,L,A,2.16,08/31/22,27518,chain H or chain L,chain A
830,8dzh,E,D,A,3.2,08/31/22,27798,chain E or chain D,chain A
831,8dzh,H,L,C,3.2,08/31/22,27798,chain H or chain L,chain C
832,8dzh,I,J,B,3.2,08/31/22,27798,chain I or chain J,chain B
836,8dd3,J,I,B,2.9,01/08/09,27333,chain J or chain I,chain B
837,8dd3,K,L,D,2.9,01/08/09,27333,chain K or chain L,chain D
845,7v3l,D,E,A,3.47,08/17/22,31683,chain D or chain E,chain A
846,7v3l,F,G,B,3.47,08/17/22,31683,chain F or chain G,chain B
847,7v3l,H,I,C,3.47,08/17/22,31683,chain H or chain I,chain C
848,7wm0,H,L,B,3.35,08/17/22,32596,chain H or chain L,chain B
849,7x7t,H,L,G,3.48,08/17/22,33047,chain H or chain L,chain G
850,7x7t,A,B,G,3.48,08/17/22,33047,chain A or chain B,chain G
851,7x7t,C,D,G,3.48,08/17/22,33047,chain C or chain D,chain G
852,7x7u,H,L,G,3.77,08/17/22,33048,chain H or chain L,chain G
853,7x7u,A,B,G,3.77,08/17/22,33048,chain A or chain B,chain G
854,7x7u,C,D,G,3.77,08/17/22,33048,chain C or chain D,chain G
861,8a1e,D,E,A,2.83,08/17/22,15073,chain D or chain E,chain A
862,8a1e,B,C,A,2.83,08/17/22,15073,chain B or chain C,chain A
865,7upl,E,D,B,4.1,08/10/22,26669,chain E or chain D,chain B
866,7upl,F,I,A,4.1,08/10/22,26669,chain F or chain I,chain A
874,7t9m,H,L,R,3.1,08/10/22,25762,chain H or chain L,chain R
875,7upw,D,E,A,3.44,08/10/22,26676,chain D or chain E,chain A
876,7upw,F,G,B,3.44,08/10/22,26676,chain F or chain G,chain B
877,7upw,H,L,C,3.44,08/10/22,26676,chain H or chain L,chain C
878,7upx,H,L,A,3.2,08/10/22,26677,chain H or chain L,chain A
879,7upy,H,L,B,3.44,08/10/22,26678,chain H or chain L,chain B
880,7upy,D,E,C,3.44,08/10/22,26678,chain D or chain E,chain C
881,7upy,F,G,A,3.44,08/10/22,26678,chain F or chain G,chain A
885,7v24,H,L,A,3.29,08/10/22,31636,chain H or chain L,chain A
886,7v27,B,A,C,4.18,08/10/22,31638,chain B or chain A,chain C
897,7qti,G,H,K,3.04,08/03/22,14141,chain G or chain H,chain K
898,7qti,B,C,A,3.04,08/03/22,14141,chain B or chain C,chain A
899,7qti,F,E,A,3.04,08/03/22,14141,chain F or chain E,chain A
900,7qti,I,J,D,3.04,08/03/22,14141,chain I or chain J,chain D
901,7qtj,B,C,A,4.01,08/03/22,14142,chain B or chain C,chain A
902,7qtj,F,E,A,4.01,08/03/22,14142,chain F or chain E,chain A
903,7qtk,B,C,D,3.84,08/03/22,14143,chain B or chain C,chain D
906,7vgs,D,C,A,2.8,08/03/22,31978,chain D or chain C,chain A
907,7vgs,F,E,B,2.8,08/03/22,31978,chain F or chain E,chain B
908,8djk,H,L,B | A,3.33,08/03/22,27460,chain H or chain L,chain B or chain A
909,8djm,H,L,B | A,3.23,08/03/22,27461,chain H or chain L,chain B or chain A
911,7wjy,B,C,A | G,3.24,07/13/22,32552,chain B or chain C,chain A or chain G
912,7wjy,E,F,D,3.24,07/13/22,32552,chain E or chain F,chain D
913,7sk7,D,C,B | A,3.3,07/27/22,25175,chain D or chain C,chain B or chain A
918,7sk3,D,C,B,3.8,07/27/22,25171,chain D or chain C,chain B
919,7sk3,F,E,A,3.8,07/27/22,25171,chain F or chain E,chain A
920,7sk4,D,C,B,3.3,07/27/22,25172,chain D or chain C,chain B
921,7sk4,F,E,A,3.3,07/27/22,25172,chain F or chain E,chain A
923,7sk6,F,E,A,4.0,07/27/22,25174,chain F or chain E,chain A
924,7sk8,D,C,B,3.3,07/27/22,25176,chain D or chain C,chain B
925,7sk8,F,E,A,3.3,07/27/22,25176,chain F or chain E,chain A
926,7sk9,F,E,A,3.7,07/27/22,25177,chain F or chain E,chain A
927,7u9g,G,D,B,3.39,07/20/22,26397,chain G or chain D,chain B
928,7u9g,H,E,C,3.39,07/20/22,26397,chain H or chain E,chain C
929,7u9g,I,F,A,3.39,07/20/22,26397,chain I or chain F,chain A
930,7ura,H,L,A,3.11,07/20/22,26707,chain H or chain L,chain A
931,7urc,H,L,A,3.14,07/20/22,26708,chain H or chain L,chain A
932,7urd,H,L,A,2.92,07/20/22,26709,chain H or chain L,chain A
933,7ure,H,L,A,3.19,07/20/22,26710,chain H or chain L,chain A
935,7wo4,D,E,B,4.47,07/20/22,32638,chain D or chain E,chain B
936,7wo4,F,G,A,4.47,07/20/22,32638,chain F or chain G,chain A
937,7wo4,H,I,C,4.47,07/20/22,32638,chain H or chain I,chain C
938,7wo4,M,N,K,4.47,07/20/22,32638,chain M or chain N,chain K
939,7wo4,O,P,J,4.47,07/20/22,32638,chain O or chain P,chain J
940,7wo4,Q,R,L,4.47,07/20/22,32638,chain Q or chain R,chain L
941,7wo5,D,E,B,3.45,07/20/22,32639,chain D or chain E,chain B
942,7wo5,F,G,A,3.45,07/20/22,32639,chain F or chain G,chain A
943,7wo5,H,I,C,3.45,07/20/22,32639,chain H or chain I,chain C
944,7wo7,A,B,C,3.8,07/20/22,32641,chain A or chain B,chain C
945,7woa,D,B,A,3.25,07/20/22,32646,chain D or chain B,chain A
946,7woa,F,G,C,3.25,07/20/22,32646,chain F or chain G,chain C
947,7wob,D,B,A,3.25,07/20/22,32647,chain D or chain B,chain A
948,7wob,F,G,C,3.25,07/20/22,32647,chain F or chain G,chain C
949,7wob,H,I,E,3.25,07/20/22,32647,chain H or chain I,chain E
950,7woc,A,B,C,3.35,07/20/22,32648,chain A or chain B,chain C
951,7wog,A,B,C,4.06,07/20/22,32651,chain A or chain B,chain C
952,7wp0,H,L,F,3.71,07/20/22,32665,chain H or chain L,chain F
953,7wp2,H,L,F,3.52,07/20/22,32667,chain H or chain L,chain F
954,7fbi,H,L,A,3.9,07/13/22,31515,chain H or chain L,chain A
955,7fbi,N,M,A,3.9,07/13/22,31515,chain N or chain M,chain A
962,7wk0,A,B,C,3.32,07/13/22,32554,chain A or chain B,chain C
963,7wk0,D,E,F,3.32,07/13/22,32554,chain D or chain E,chain F
964,7won,H,L,F,3.9,07/13/22,32652,chain H or chain L,chain F
966,7wp5,H,L,F,3.9,07/13/22,32669,chain H or chain L,chain F
