,pdb,Hchain,Lchain,antigen_chain,resolution,date,mrc,antibody_selection,antigen_selection
379,7xji,N,,A | B,3.9,04/18/22,33228,chain N,chain A or chain B
608,7xod,T,,S,3.27,05/01/22,33345,chain T,chain S
609,7xod,W,,V,3.27,05/01/22,33345,chain W,chain V
610,7xod,Z,,Y,3.27,05/01/22,33345,chain Z,chain Y
202,8cy6,F,,C,3.2,07/06/22,27068,chain F,chain C
211,8cxq,F,,C,2.3,07/06/22,27067,chain F,chain C
209,8cxq,D,,A,2.3,07/06/22,27067,chain D,chain A
208,8cxn,E,,B,2.9,07/06/22,27061,chain E,chain B
205,8cy7,F,,C,2.9,07/06/22,27069,chain F,chain C
204,8cy7,E,,B,2.9,07/06/22,27069,chain E,chain B
207,8cxn,F,,C,2.9,07/06/22,27061,chain F,chain C
203,8cy7,D,,A,2.9,07/06/22,27069,chain D,chain A
210,8cxq,E,,B,2.3,07/06/22,27067,chain E,chain B
201,8cy6,E,,B,3.2,07/06/22,27068,chain E,chain B
206,8cxn,D,,A,2.9,07/06/22,27061,chain D,chain A
190,8cy9,D,,A,2.9,07/06/22,27071,chain D,chain A
184,8cyd,F,,A,2.6,07/06/22,27075,chain F,chain A
185,8cyj,A,,R,3.6,07/06/22,27080,chain A,chain R
186,8cyj,B,,R,3.6,07/06/22,27080,chain B,chain R
187,8cyj,C,,R,3.6,07/06/22,27080,chain C,chain R
188,8cyj,D,,R,3.6,07/06/22,27080,chain D,chain R
189,7xtq,N,,A | B | G,3.2,07/06/22,33452,chain N,chain A or chain B or chain G
191,8cy9,E,,B,2.9,07/06/22,27071,chain E,chain B
183,8cyd,E,,C,2.6,07/06/22,27075,chain E,chain C
192,8cy9,F,,C,2.9,07/06/22,27071,chain F,chain C
194,8cya,E,,A,2.7,07/06/22,27072,chain E,chain A
195,8cya,F,,B,2.7,07/06/22,27072,chain F,chain B
196,8cyb,D,,A,2.7,07/06/22,27073,chain D,chain A
197,8cyc,D,,A,2.9,07/06/22,27074,chain D,chain A
198,8cyc,E,,B,2.9,07/06/22,27074,chain E,chain B
199,8cyc,F,,C,2.9,07/06/22,27074,chain F,chain C
200,8cy6,D,,A,3.2,07/06/22,27068,chain D,chain A
193,8cya,D,,C,2.7,07/06/22,27072,chain D,chain C
182,8cyd,D,,B,2.6,07/06/22,27075,chain D,chain B
149,8dfl,E,,A,3.25,07/13/22,25417,chain E,chain A
150,8dfl,F,,B,3.25,07/13/22,25417,chain F,chain B
177,7z9q,E,,A,3.6,07/13/22,14575,chain E,chain A
178,7z9q,F,,B,3.6,07/13/22,14575,chain F,chain B
607,7zyi,K,,L,2.88,07/13/22,15024,chain K,chain L
181,7z9r,Z,,C,4.2,07/13/22,14576,chain Z,chain C
152,8dfl,H,,D,3.25,07/13/22,25417,chain H,chain D
151,8dfl,G,,C,3.25,07/13/22,25417,chain G,chain C
167,7z7x,F,,C,3.3,07/13/22,14539,chain F,chain C
176,7z9q,D,,C,3.6,07/13/22,14575,chain D,chain C
175,7z86,Z,,C,3.4,07/13/22,14544,chain Z,chain C
174,7z86,Y,,B,3.4,07/13/22,14544,chain Y,chain B
173,7z86,X,,A,3.4,07/13/22,14544,chain X,chain A
172,7z85,E,,B,3.1,07/13/22,14543,chain E,chain B
171,7z85,D,,A,3.1,07/13/22,14543,chain D,chain A
170,7z85,F,,C,3.1,07/13/22,14543,chain F,chain C
180,7z9r,X,,A,4.2,07/13/22,14576,chain X,chain A
169,7z7x,E,,B,3.3,07/13/22,14539,chain E,chain B
179,7z9r,Y,,B,4.2,07/13/22,14576,chain Y,chain B
164,7z6v,X,,A,3.1,07/13/22,14531,chain X,chain A
165,7z6v,Y,,B,3.1,07/13/22,14531,chain Y,chain B
166,7z6v,Z,,C,3.1,07/13/22,14531,chain Z,chain C
168,7z7x,D,,A,3.3,07/13/22,14539,chain D,chain A
163,7xov,N,,A | B,3.0,07/20/22,33360,chain N,chain A or chain B
162,7xou,N,,A | B,3.2,07/20/22,33359,chain N,chain A or chain B
161,7vq0,F,,C,3.03,07/20/22,32078,chain F,chain C
160,7vq0,E,,B,3.03,07/20/22,32078,chain E,chain B
159,7vq0,D,,A,3.03,07/20/22,32078,chain D,chain A
605,7sk7,K,,C,3.3,07/27/22,25175,chain K,chain C
606,7sk5,K,,E,4.0,07/27/22,25173,chain K,chain E
604,7t9n,N,,X | Y,2.9,08/03/22,25763,chain N,chain X or chain Y
603,7xw6,N,,A | B,2.78,08/17/22,33492,chain N,chain A or chain B
